timestamp,price,volume,market_cap,price_change,volume_change,market_cap_change,MA7,MA30,price_lag1,price_lag7,volatility
2023-10-18 00:00:00,28417.72175169982,10403248077.491972,555003134086.2079,-0.003352405631050659,-0.5435730459845765,-0.0006043903842287701,27336.710874316577,27175.31412591068,28513.30993247735,27392.247702732497,782.2231738636755
2023-10-19 00:00:00,28328.245198134824,13461030457.558897,553311088369.7102,-0.0031486181174831263,0.2939257390855279,-0.0030487138046230156,27549.00441132264,27228.206928816875,28417.72175169982,26842.190439092396,826.0698715251823
2023-10-20 00:00:00,28715.748142407952,11193923144.463654,559364043794.7655,0.013679031001138098,-0.1684200418566153,0.01093951585696562,27832.80597369304,27278.08863774267,28328.245198134824,26729.137205815106,838.615327745961
2023-10-21 00:00:00,29677.392888476206,23561406297.715862,579536788709.3126,0.03348840995885727,1.1048390268222432,0.0360637140308373,28237.98549766902,27363.47351912618,28715.748142407952,26841.136220644406,956.5173694288751
2023-10-22 00:00:00,29920.07449265145,7452489477.484937,583719549318.5221,0.008177322215843219,-0.6836992926773047,0.0072174203444874685,28674.68420103638,27475.438220407937,29677.392888476206,26863.183569079916,921.4079452703932
2023-10-23 00:00:00,30019.38050086351,11330304246.065748,583399133857.2509,0.0033190428130935867,0.5203381742834068,-0.000548920216301374,29084.553272387304,27590.34963338497,29920.07449265145,27150.29700140705,753.0447999587045
2023-10-24 00:00:00,32953.262760830985,35558857925.14893,641535355789.0791,0.0977329382224621,2.1383850912473186,0.09965085403444096,29718.832247866394,27802.994276088328,30019.38050086351,28513.30993247735,1593.0518010989815
2023-10-25 00:00:00,33846.72425733224,46464714676.18555,660676033939.1393,0.02711299038841286,0.30669873520666324,0.02983573388019667,30494.40403438531,28056.23298807123,32953.262760830985,28417.72175169982,2096.143561884401
2023-10-26 00:00:00,34471.986031672015,23840463172.498646,673948847498.8158,0.018473332000638942,-0.48691252408104113,0.02008974577228151,31372.081296319193,28328.678033184256,33846.72425733224,28328.245198134824,2312.992282759847
2023-10-27 00:00:00,34174.451552912586,17712548549.578587,667401630872.5822,-0.008631196313611311,-0.2570384047734846,-0.009714708542839623,32151.89606924843,28594.334498586813,34471.986031672015,28715.748142407952,2184.795774992878
2023-10-28 00:00:00,33899.09305644032,14148818689.499771,662119938018.2968,-0.008057437177767968,-0.20119802918838592,-0.007913814725594714,32754.9960932433,28845.96603728722,34174.451552912586,29677.392888476206,1958.8865595180487
2023-10-29 00:00:00,34092.630932838576,8431785274.868206,665892923223.9833,0.005709234641647409,-0.40406436325842054,0.005698341024103604,33351.0755846986,29082.086610024344,33899.09305644032,29920.07449265145,1543.1963841339382
2023-10-30 00:00:00,34556.242814761616,10359013389.425524,674293769229.6088,0.013598595040562822,0.2285670296066027,0.012615911226315557,33999.19877239833,29336.721400461796,34092.630932838576,30019.38050086351,532.3721655247231
2023-10-31 00:00:00,34498.70391946407,17075173423.648043,673508057017.6387,-0.0016650796096666642,0.6483397387127978,-0.0011652372420225543,34219.97608077449,29587.682326308182,34556.242814761616,32953.262760830985,292.92935671362653
2023-11-01 00:00:00,34672.2892841885,16419150928.652367,676319525450.0793,0.005031648873814465,-0.03841966805954233,0.004174364958438925,34337.913941753955,29811.174949811557,34498.70391946407,33846.72425733224,283.6519537099327
2023-11-02 00:00:00,35457.45491210553,18642295524.912045,692543794894.7606,0.022645335630465224,0.13539948599779073,0.023989059659166756,34478.69521038731,30072.587950711903,34672.2892841885,34471.986031672015,513.0645971147994
2023-11-03 00:00:00,34924.05545044328,20690186421.955303,681560028736.5514,-0.015043365717716584,0.1098518631628076,-0.015860031147746145,34585.78148146313,30322.08573416984,35457.45491210553,34174.451552912586,517.1912829592334
